author,title,passage_id,Coarse Label,Fine Label
Daniel Defoe,The Life and Adventures of Robinson Crusoe,7892,Key Stage 4-5,Key Stage 5 (KS5)
Daniel Defoe,The Life and Adventures of Robinson Crusoe,9202,Key Stage 4-5,Key Stage 5 (KS5)
Daniel Defoe,The Life and Adventures of Robinson Crusoe,10072,Key Stage 4-5,Key Stage 5 (KS5)
Daniel Defoe,The Life and Adventures of Robinson Crusoe,13759,Key Stage 4-5,Key Stage 5 (KS5)
Daniel Defoe,The Life and Adventures of Robinson Crusoe,15596,Key Stage 4-5,Key Stage 5 (KS5)
Daniel Defoe,The Life and Adventures of Robinson Crusoe,15833,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",734,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",1066,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",1546,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",1656,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",2039,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",3311,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",3326,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",3896,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",4166,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",9287,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",9496,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",14421,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",14440,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"Divine Comedy, Cary's Translation, Complete",14489,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",284,Key Stage 4-5,Key Stage 4 (KS4)
Dante Alighieri,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",1055,Key Stage 4-5,Key Stage 4 (KS4)
Dante Alighieri,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",3256,Key Stage 4-5,Key Stage 4 (KS4)
Dante Alighieri,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",3862,Key Stage 4-5,Key Stage 4 (KS4)
Dante Alighieri,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",6555,Key Stage 4-5,Key Stage 4 (KS4)
Dante Alighieri,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete",9712,Key Stage 4-5,Key Stage 4 (KS4)
Dante Alighieri,The Divine Comedy of Dante Alighieri: The Inferno,1255,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The Divine Comedy of Dante Alighieri: The Inferno,1779,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The Divine Comedy of Dante Alighieri: The Inferno,2979,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The Divine Comedy of Dante Alighieri: The Inferno,3801,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The Divine Comedy of Dante Alighieri: The Inferno,4504,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The Divine Comedy of Dante Alighieri: The Inferno,9566,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"The Divine Comedy, Volume 1, Hell",558,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"The Divine Comedy, Volume 1, Hell",6218,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"The Divine Comedy, Volume 1, Hell",7605,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,"The Divine Comedy, Volume 1, Hell",8958,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,657,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,1237,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,1409,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,1765,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,1984,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,2671,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,2942,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,3971,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,4388,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,5030,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,5463,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,7333,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,8452,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,9931,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,11829,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,12175,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,12422,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,12920,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,13401,Key Stage 4-5,Key Stage 5 (KS5)
Dante Alighieri,The divine comedy,14687,Key Stage 4-5,Key Stage 5 (KS5)
Dorothy Canfield Fisher,Understood Betsy,146,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,1564,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,3833,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,4248,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,4781,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,6343,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,7246,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,7523,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,8440,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,12234,Key Stage 4-5,Key Stage 4 (KS4)
Dorothy Canfield Fisher,Understood Betsy,15254,Key Stage 4-5,Key Stage 4 (KS4)
E. M. Forster,A Room with a View,48,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,292,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,641,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,1106,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,1523,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,2584,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,3222,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,3312,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,3533,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,3749,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,4966,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,5268,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,5777,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,5917,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,6363,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,8824,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,12028,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,12444,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,12579,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,12965,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,14169,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A Room with a View,15817,Key Stage 2-3,Key Stage 2 (KS2)
E. M. Forster,A passage to India,1688,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,1821,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,1987,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,2236,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,2868,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,3148,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,7488,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,8507,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,10063,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,10699,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,12627,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,A passage to India,12948,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,329,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,787,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,1748,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,3983,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,6240,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,7089,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,7335,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,9188,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,9524,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,10276,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,10913,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,11064,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,13840,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,14625,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,15887,Key Stage 2-3,Key Stage 3 (KS3)
E. M. Forster,Howards End,15952,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Phoenix and the Carpet,872,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,1663,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,1673,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,2835,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,2855,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,3399,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,5532,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,5568,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,10270,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,10775,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,11507,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,12418,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,12546,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,12665,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,12727,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,13175,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Phoenix and the Carpet,15665,Key Stage 4-5,Key Stage 4 (KS4)
E. Nesbit,The Railway Children,62,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,506,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,1423,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,1962,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,2150,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,3258,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,3990,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,4795,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,5430,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,5471,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,10660,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,12402,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,13696,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,14824,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Railway Children,15107,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,486,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,725,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,1033,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,1915,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,2249,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,4134,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,4238,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,6934,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,7062,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,7521,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,9041,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,9085,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,9436,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,10109,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,10810,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,12501,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,12917,Key Stage 2-3,Key Stage 3 (KS3)
E. Nesbit,The Story of the Amulet,13950,Key Stage 2-3,Key Stage 3 (KS3)
Edgar Allan Poe,The Masque of the Red Death,13460,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Allan Poe,The Masque of the Red Death,13792,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,56,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,892,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,975,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,1140,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,1491,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,1602,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,2053,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,2116,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,2720,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,2901,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,3215,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,4353,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,4658,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,5116,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,6470,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,6691,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,6754,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,6771,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,8075,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,9372,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,11543,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,13070,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,13238,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,13353,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,14425,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,14641,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,14946,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Narrative of Arthur Gordon Pym of Nantucket,15604,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Allan Poe,The Raven,11991,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,A Princess of Mars,2698,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,A Princess of Mars,2949,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,A Princess of Mars,4403,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,A Princess of Mars,8345,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,A Princess of Mars,9072,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,A Princess of Mars,12364,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,A Princess of Mars,13276,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,Tarzan of the Apes,1252,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,1477,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,1751,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,2103,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,2762,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,2982,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,5509,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,7204,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,8872,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,Tarzan of the Apes,13573,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Beasts of Tarzan,648,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Beasts of Tarzan,1890,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Beasts of Tarzan,2100,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Beasts of Tarzan,3023,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Beasts of Tarzan,3403,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Beasts of Tarzan,3441,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Beasts of Tarzan,5165,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Beasts of Tarzan,9178,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Beasts of Tarzan,9657,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Gods of Mars,1847,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Gods of Mars,2613,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Gods of Mars,2640,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Gods of Mars,6630,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Gods of Mars,7454,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Gods of Mars,9472,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Gods of Mars,11509,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Monster Men,401,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Monster Men,1967,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Monster Men,3139,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Monster Men,4642,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Monster Men,10104,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Monster Men,11729,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Monster Men,15109,Key Stage 4-5,Key Stage 5 (KS5)
Edgar Rice Burroughs,The Son of Tarzan,132,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Son of Tarzan,290,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Son of Tarzan,348,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Son of Tarzan,981,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Son of Tarzan,1549,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Son of Tarzan,9257,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The Son of Tarzan,9771,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The warlord of Mars,2233,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The warlord of Mars,8476,Key Stage 4-5,Key Stage 4 (KS4)
Edgar Rice Burroughs,The warlord of Mars,9993,Key Stage 4-5,Key Stage 4 (KS4)
Edith Wharton,Ethan Frome,946,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,2294,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,2574,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,3038,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,3344,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,3617,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,4273,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,8309,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,11210,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,11740,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,Ethan Frome,15228,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,386,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,526,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,604,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,936,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,1442,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,1945,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,2188,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,2330,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,2377,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,2575,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,2671,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,2678,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,2881,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,3102,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,3178,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,3260,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,3487,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,3587,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,3898,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,4349,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,4393,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,5201,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,5849,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,6058,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,7087,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,7803,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,7911,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,8569,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,8773,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,9206,Key Stage 4-5,Key Stage 5 (KS5)
Edith Wharton,The House of Mirth,9293,Key Stage 4-5,Key Stage 5 (KS5)
